Cultivos y cubiertas de suelo,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
06140 PUERRO,,632.2280000000001,1149.7272,1225.3477000000003,2020.4187000000002,1746.1426999999999,1165.6175999999998,1338.0444000000002,1655.2900999999997,1473.3568,914.7850999999999,1878.2701999999997,773.6509000000001,503.16049999999996,658.2257,1953.3872999999999,1182.8833,1576.9028,1719.9986,1766.5133,1692.9358
0115 CORUÑA (LA),,7.767,66.8817,7.646,14.767199999999999,19.145,13.1192,20.6203,9.3687,13.502099999999999,11.364799999999999,13.7867,13.881499999999999,11.4505,19.4484,13.0539,14.7456,13.738,13.7903,13.0962,132.0273
0127 LUGO,,,,0.6986,1.3395,3.0015,4.2034,7.3391,5.7598,6.6392,6.0881,6.6277,6.0881,7.975899999999999,7.597,5.193300000000001,5.165900000000001,6.547599999999999,6.5568,6.4479,65.2126
0132 ORENSE,,,,0.5173,4.0605,4.955,3.9997000000000003,3.5723000000000003,4.6479,4.6479,8.1258,4.6474,5.085,5.0844000000000005,5.0844000000000005,5.0844000000000005,5.0844000000000005,5.084099999999999,5.0881,5.0843,75.1251
0136 PONTEVEDRA,,,,0.6834,16.755000000000003,16.838,22.4297,36.080799999999996,32.4869,24.978900000000003,27.2778,27.3611,23.8972,27.6582,27.641,28.502200000000002,27.890900000000002,29.2521,10.7239,10.0249,124.9092
"0233 P,DE ASTURIAS",,,,,,,3.4266,,,,,,5.2043,,,,,,,,
0339 CANTABRIA,,,,,,,,,,,,,3.8373,,,,,,,,
0420 GUIPUZCOA,,,,,8.9697,,,,2.36,,,1.7786,1.0536,1.0536,0.9431,4.8711,1.1,18.073700000000002,19.2188,33.5063,
0448 VIZCAYA,,,,0.8461,,2.5824,,1.4601,,,,,,,,,,,,,
0531 NAVARRA,,,8.8568,,,,,9.7434,42.2512,,,,,,,24.471,,,6.8413,,
0626 LA RIOJA,,,,,,2.8431,,,,,,,,,1.4734,15.9419,4.8678,,,,
0750 ZARAGOZA,,,,,,69.2856,,31.4994,85.6616,296.816,137.6928,195.0405,62.874,6.0382,30.2434,366.6979,437.6048,370.1265,358.0701,90.9481,109.4689
0808 BARCELONA,,8.2698,,2.3345,10.1482,,7.4324,,,,,21.7095,1.0339,,,,,,,,
0817 GIRONA,,,,,,,,,,3.3369,,,,0.4901,,,,,,,
0825 LLEIDA,,,,1.1869,,,,22.0129,10.5944,,,,,,,,,,,,
0843 TARRAGONA,,10.3814,,,2.6835,,,,13.5654,22.8148,23.1425,41.5516,18.5207,11.8205,4.1772,4.7839,,,19.9443,3.4418,22.2901
0907 BALEARES,,23.2601,,,6.2925,19.9673,60.3553,20.1763,16.5884,,16.5703,25.3248,,,,,,,,,
1005 AVILA,,,,295.5229,,,2.2036,,,,,,,,,10.9515,,,40.3718,,
1009 BURGOS,,,,6.5755,,,,,,,,,,,,,,,,,
1024 LEON,,,,51.0427,28.3672,15.2801,65.1783,21.1433,100.2305,85.7603,8.7945,90.5624,2.355,,1.4394,107.8482,177.2561,198.3624,51.0691,83.2699,95.8839
1034 PALENCIA,,,,27.2746,69.70139999999999,,,,,,,,,,,,,,,,
1040 SEGOVIA,,309.0542,774.1073,521.8476,487.4001,462.8673,550.0665,497.9229,498.8192,435.6839,328.5045,614.8928,458.9556,231.7004,243.7021,506.2916,149.5497,184.744,128.7516,849.9568,202.5558
1042 SORIA,,,,,,,,,,,,,,,,,,,,,324.2638
1047 VALLADOLID,,223.065,93.7948,,150.449,270.7812,233.9205,114.8482,72.1285,67.8959,179.9955,83.4582,,28.7269,26.0373,539.3583000000001,,34.5351,,328.4504,124.7151
1049 ZAMORA,,,,,326.5036,,3.1609,,,,,,,,,,,,8.3659,12.1367,
1128 MADRID,,,,8.7119,27.5691,14.1527,3.8456,11.894,,3.4666,,,,,18.3715,,,,,18.0949,
1216 CUENCA,,,,,,159.0037,173.4403,,60.7193,,,,,,,,,,,,
1245 TOLEDO,,,,,,,,,,,,,,,,6.2806,,,,,
1303 ALICANTE,,,,,,,,,,,,,,,27.2358,,,,12.5622,,
1312 CASTELLON,,,,29.6611,27.1397,,,,,,,,,29.9051,82.3064,,,,112.9795,95.7947,42.8491
1346 VALENCIA,,,,,,,,3.3848,29.078,55.1801,129.8216,110.5475,96.6501,33.7219,16.0115,12.3607,9.7713,14.8783,11.2555,11.8545,
"1430 R,DE MURCIA",,,,,89.15,26.5474,,,23.2582,,,151.1597,,5.0881,,60.6815,,,,,3.9519
1510 CACERES,,,,20.9149,202.5417,21.9937,,230.5567,,110.2563,,248.5073,7.6144,1.4566,39.4099,4.2413,17.2639,5.8888,,,
1611 CADIZ,,,,,339.5053,376.9524,3.3781,282.9492,643.963,240.8012,22.0681,81.2323,23.6665,84.1312,56.8743,227.1437,214.8231,62.169,148.4921,128.1814,347.3933
1629 MALAGA,,45.6686,58.5407,27.1667,,,,,,,,,,0.9347,0.3728,,,0.2016,,,
1641 SEVILLA,,,132.5576,175.3649,175.3649,240.0624,,3.8091,3.8091,101.5767,6.0935,142.077,6.0935,9.6303,13.0644,9.6303,92.5928,633.3016,765.9173,76.2245,21.2109
1735 PALMAS (Las),,4.7619,14.9883,47.3521,5.7075,1.8195,9.4073,18.2395,,,,15.6299,16.978,6.2939,35.0101,,25.167,,,,
"1738 Sta,C,TENERIFE",,,,,26.0031,18.0644,6.0502,0.7921,,,9.2453,2.3752,19.8622,,1.7823,,,,,,1.0788
06150 ALCACHOFA,13952.711500000003,17458.7439,15044.669199999998,13123.833299999995,11859.958600000002,9755.683599999998,9792.448300000002,9214.522500000001,9063.125900000003,9975.101999999999,10397.099500000002,10835.906300000002,9599.842300000002,10375.3691,9037.489200000002,7897.074800000001,5506.0317,5497.806799999999,5625.239399999999,5218.549000000001,4509.886699999999
0420 GUIPUZCOA,,,,2.4902,,,,,,,,,,,,,,,,,
0531 NAVARRA,673.6526,1063.4393,523.1489,607.0224,840.9461,534.2972,566.079,674.7534,783.0049,911.463,1615.3158,1399.1567,970.736,304.6495,555.9255,503.1969,309.4141,432.9799,443.2751,243.4569,24.2449
0626 LA RIOJA,739.8237,659.6991,428.5991,455.15389999999996,337.86199999999997,358.3757,369.9503,273.3881,270.0175,540.7631,407.3876,239.511,272.3999,251.4032,317.1524,180.6917,193.05759999999998,176.82170000000002,170.61810000000003,118.92009999999999,160.5312
0722 HUESCA,,,,,,,,,,,,4.5857,1.7205,126.8988,,,,,,,
0744 TERUEL,,,19.152,17.8931,,,,,,,2.9073,,,,2.6044,,,,,,
0750 ZARAGOZA,34.3218,9.947,62.9581,10.2887,13.1435,22.8688,6.8534,2.9074,0.7764,7.6023,8.6445,5.4621,110.8098,135.7471,131.3086,97.7167,5.4623,,,,
0808 BARCELONA,309.3515,388.8064,362.644,227.1965,218.4968,194.9531,152.7398,218.1852,150.8308,340.6921,234.305,294.5508,309.5502,393.4863,313.8218,86.7561,3.2641,28.6688,149.8523,41.0672,151.3733
0817 GIRONA,39.673,93.7919,59.4253,36.1593,24.6588,48.4026,48.4026,,,10.2104,34.5066,5.417,16.0431,15.2612,6.7531,17.5218,10.8545,10.0323,7.4523,15.6066,
0825 LLEIDA,,,5.6059,40.9771,25.7721,3.1171,5.2311,4.2927,,,,,,,,,,,,,
0843 TARRAGONA,479.1254,406.3365,195.0772,301.7987,215.4881,85.3884,178.629,93.12119999999999,154.1768,93.4516,136.2651,160.3746,72.4267,206.9764,242.4575,163.3875,115.0717,8.9679,122.6636,124.1486,93.6519
0907 BALEARES,3.1029999999999998,2.0753,2.134,26.9117,105.8695,128.45,58.2523,40.1759,122.2528,46.4195,35.0298,29.3747,68.4278,43.3239,239.2511,206.7285,221.0585,293.4688,371.1632,209.9239,221.0244
1009 BURGOS,,,,,,,,,150.529,,,,,,,,,,,,
1024 LEON,,,,,,,,,,0.8579,,,,,0.1441,,,,,,
1034 PALENCIA,,,,,,,,,11.4659,11.4659,11.4904,,,,,,,,,,
1042 SORIA,,,,,,,,,,,,,,,,,,,,,5.4394
1047 VALLADOLID,,,,,,,,,,3.555,,,,,,,,,,,
1128 MADRID,86.3024,39.8729,32.7403,118.2892,81.0944,13.5033,13.5033,29.8306,,24.4156,24.3925,149.8901,30.6597,30.6597,,,,30.6589,18.9063,,
1202 ALBACETE,150.2704,112.5353,66.9903,198.7398,160.2226,113.3132,206.8096,113.3115,16.6696,1.3846,,394.2284,531.8458,485.8012,367.2383,137.6189,189.4784,55.9685,226.1484,233.9728,153.7887
1213 CIUDAD REAL,16.0533,16.0533,16.0533,17.506,,,,18.5662,18.5662,18.5662,18.6268,,,,,,,,,,
1219 GUADALAJARA,,,,,,,,,,,,,,122.9296,,,,,,,
1245 TOLEDO,,,5.462,,,,,,,,3.6027,,,,,,,,,,
1303 ALICANTE,1594.5985,1901.042,2256.66,2405.4286,1772.5462,1539.6385,1288.1966,1692.8232,2149.5826,2220.9022999999997,2050.8935,1700.5454,1592.7298,2345.7757,1623.3648,1632.1414,676.9853999999999,633.4434,482.1228,1154.0411,578.0039
1312 CASTELLON,363.1636,495.5663,737.99,682.0088,635.2931,488.738,779.5589,764.6292000000001,210.3572,623.8548,583.2752,572.7683,647.6099,552.2155,437.3047,541.0653,334.365,665.7672,641.7076,688.3625,519.1643
1346 VALENCIA,470.2569,437.5953,476.33,321.4713,308.68309999999997,343.7017,336.4335,286.9662,236.7382,166.9424,230.5059,267.3014,338.6149,432.8399,366.7604,337.9203,303.4864,293.5779,140.4837,103.1092,183.1726
"1430 R,DE MURCIA",7357.8907,10162.361799999999,7842.9858,6210.7474,5495.7692,4288.2215,4839.6453,4077.2131999999997,3805.8236,4015.1523,3794.8786,4212.5004,3407.0199,3541.8791,3476.8175,3433.6481,2344.1717,2012.3672,2113.9539999999997,1923.2222000000002,1987.5827
1506 BADAJOZ,,,,,,,,,,,,,,,,,,,2.4908,,
1604 ALMERIA,,,,169.9255,169.9255,169.9255,,,,249.2662,309.6743,309.6743,175.8893,175.8893,195.1295,,,,,,
1611 CADIZ,83.7851,141.8746,162.8852,111.1633,39.7183,9.7255,8.5925,8.5962,27.875,13.0412,4.7929,3.5507,13.4526,14.7915,35.210300000000004,35.2102,25.6214,,,,
1614 CORDOBA,38.0717,24.9838,30.3187,,,8.7899,8.7899,8.7899,,,3.1486,9.4039,,9.1847,27.3026,29.8279,25.4071,49.3206,66.7887,69.4434,13.1909
1618 GRANADA,598.9482,546.0625,390.9189,428.669,468.29990000000004,516.3367000000001,421.3188,559.1786,426.6684,414.0608,402.469,570.8901,924.4313000000001,867.5992,409.7537,448.406,469.2101,396.6838,317.5621,140.932,167.5048
1623 JAEN,25.4763,,15.4034,,18.7782,46.8104,5.6136,5.6136,5.6136,6.1546,5.6128,5.6128,,,,,14.6204,,6.1829,,
1629 MALAGA,321.8988,442.81759999999997,577.6207,462.0633,728.4733,722.9914,446.5208,297.18449999999996,393.8521,196.0131,380.7698,477.28459999999995,112.6487,82.4226,34.885,19.8385,163.955,159.0344,142.1874,105.8937,92.6361
1641 SEVILLA,566.9446,513.883,773.5661,271.92949999999996,198.9179,118.1351,51.328,44.9957,128.3253,58.8671,98.6048,23.8233,2.8264,235.6347,254.3039,25.399,100.548,250.0455,198.529,43.2977,158.5776
"1738 Sta,C,TENERIFE",,,,,,,,,,,,,,,,,,,3.1511,3.1511,
06160 COLIFLOR,1124.5553,1448.107,1810.4286,1281.0698,1214.3969000000002,1595.5361,2150.4635000000003,1464.0375000000001,1521.6017,1385.8946,918.1572000000001,2281.5513,846.3201999999999,1891.2318999999993,8510.1147,2642.4427,2918.2107,1132.9195,874.0553,863.5287,2127.3450999999995
0115 CORUÑA (LA),,,,2.5025,3.1907,0.9605,1.7413999999999998,0.4085,0.1987,0.1987,0.1986,0.1986,0.2532,0.1996,0.1985,0.1985,0.1985,0.1985,0.1975,0.1985,137.3198
0127 LUGO,,,,,,,,,0.037,0.037,0.037,0.037,0.037,,,,,,,,99.5481
0132 ORENSE,,,,,,,0.3676,0.0778,0.0777,0.0777,0.0777,0.0777,0.0777,0.077,0.0776,0.0776,0.0776,0.0776,0.0783,0.0776,109.1908
0136 PONTEVEDRA,,,,0.0349,2.2948000000000004,0.0437,3.322,0.6708000000000001,0.0433,2.366,1.9979,1.9979,1.9980000000000002,1.9976,1.9967000000000001,2.2155,2.2155,2.2155,0.2647,0.262,136.8662
"0233 P,DE ASTURIAS",0.265,0.265,,,,,,9.8009,,1.4156,,,,,,,,,,,
0339 CANTABRIA,9.975,,,,,,,,,,,,,,,,,,,,
0401 ALAVA,,,,,,,,186.8226,,,,,,,,,,,,,
0448 VIZCAYA,,,,,,,,0.2504,0.5023,,,,,,,,,,,,
0531 NAVARRA,213.3887,105.2426,0.9464,,,7.3652,11.5522,157.5061,,47.3579,103.2154,,10.2405,25.204,3850.52,,52.2931,20.1074,9.8193,130.8804,187.039
0626 LA RIOJA,44.1896,56.9803,38.8553,23.0571,158.6383,131.8695,158.3929,73.2614,33.145,121.1237,148.1926,58.5638,36.5196,75.85119999999999,681.2726,112.893,8.0238,56.7091,77.24270000000001,46.05,0.7526
0722 HUESCA,,,,,,,,,,,,,,,,,,,38.9084,,
0744 TERUEL,,,,,,,,,,,42.4692,42.4692,42.4692,,,,,,,,
0750 ZARAGOZA,27.8338,,277.0757,,,66.7491,23.3463,,,17.5361,56.7889,,30.0823,,65.3481,,7.4952,,10.2753,12.9457,
0808 BARCELONA,17.3059,,6.0321,24.8523,,14.5841,6.5587,,26.3437,155.4212,40.3851,23.3972,3.9908,47.154,63.703199999999995,29.8485,7.9831,,21.2463,,
0817 GIRONA,9.7275,68.3648,28.9905,26.9105,26.9105,7.358,7.358,7.358,11.5088,14.4566,14.5059,,,,1.5162,4.0135,,,,,
0825 LLEIDA,,,,1.5556,,,,,,,,,,,,,,,,,
0843 TARRAGONA,20.6678,20.9819,,,26.9237,13.6936,,,4.8013,0.9171,0.556,5.2416,3.2454,21.671,524.1858,413.7842,413.7482,,,123.6648,157.1713
0907 BALEARES,34.3603,,,20.6567,,2.513,,1.2192,,,,100.1344,,,,,,,,,
1024 LEON,,,,,1.4002,,,2.1054,,19.4273,,,,,,,,,,,
1034 PALENCIA,,,,12.3416,9.0058,43.8746,12.1582,,,10.0992,5.6821,,,,,,,,,,
1037 SALAMANCA,5.5339,,,26.2246,12.4165,,,,,5.093,31.01,8.1624,51.5609,173.5591,,,,,,,
1040 SEGOVIA,,,,37.9927,,,,,,151.9545,,,,,88.43,,,,,,
1047 VALLADOLID,18.4461,22.663,170.0669,358.4248,34.9299,3.4959,23.4764,76.8089,,100.1041,,,11.6272,,,,,,117.0548,1.751,
1128 MADRID,8.3099,,129.6359,,,,,,,,17.1881,,17.8187,,4.448,,,,0.791,,
1202 ALBACETE,,,,,,,,,,,,,,,298.8354,341.9089,722.7485,,50.2142,149.2425,128.412
1213 CIUDAD REAL,,,,,,,306.1932,,,,,682.9831,,,,,,,,,
1219 GUADALAJARA,,,,,,,,,,,,,,,,,,,,,2.1293
1245 TOLEDO,,,272.7246,,,174.8722,276.8115,,180.6984,55.6725,,,,,,,,,26.0954,23.1937,
1303 ALICANTE,26.439,31.4396,10.65,31.1247,23.5016,10.1337,35.5125,,9.3634,5.231,,,1.3854,5.5091,30.4031,,3.6735,5.2415,19.8293,31.7798,6.1755
1312 CASTELLON,23.2442,5.5786,64.61,33.7225,10.4448,5.7788,57.2893,,29.7218,15.8265,97.3812,38.9527,23.7917,11.0202,141.5825,8.6836,6.277,,32.0595,4.0038,18.1435
1346 VALENCIA,147.2292,92.9727,17.48,81.0913,95.7992,64.0079,6.1597,41.2409,47.0799,54.433800000000005,6.3441,22.8734,45.6282,50.1884,59.3434,3.1318,32.3964,20.9932,14.6654,17.1086,17.7747
"1430 R,DE MURCIA",120.8882,17.9071,,,34.1317,,1.9825,42.2867,52.152,191.7285,,29.2267,189.1568,10.6607,508.9375,,,37.2637,,193.0533,240.4334
1506 BADAJOZ,,,,,,,,,,,12.9713,,0.8913,20.2658,,,8.7037,,,,
1510 CACERES,,,,,,,,,,,,,,0.6922,3.9229,,,,,,
1604 ALMERIA,,,,,13.0029,34.9442,34.9442,,,,,,,,151.5298,151.5298,,,,,
1611 CADIZ,,,,,132.0556,110.192,14.9661,0.4134,346.5044,4.8131,111.4189,802.5015,5.3515,997.1131,662.7446,941.0943,802.5399,,19.479,21.0549,738.8778
1614 CORDOBA,,,,,,,,,,,,,,,,,34.3348,,,,
1618 GRANADA,280.109,784.1725,609.7417,438.1089,543.187,784.5655,688.921,702.0557,762.8684,409.5243,223.2408,443.2996,315.5613,215.1816,534.4439,601.6108,514.7685,822.9999,362.0519,61.1557,107.9559
1623 JAEN,5.433,,,,,,,,,,,,,8.3319,,,,,,,
1629 MALAGA,111.2092,187.6968,134.13060000000002,68.9469,36.1567,97.539,108.07390000000001,79.7352,,,2.0322,10.7657,36.7701,36.7701,36.7671,,,,,,
1641 SEVILLA,,,17.9459,,25.0376,,314.9588,,,,,,,135.5128,783.0343,,277.2265,142.9485,71.0869,38.4764,38.4764
1735 PALMAS (Las),,53.8421,27.8144,92.0297,18.4237,11.5588,18.400000000000002,38.3815,9.9659,,,10.6688,,44.7051,,,,,,2.6795,
"1738 Sta,C,TENERIFE",,,3.7286,1.4925,6.9456999999999995,9.4368,37.9771,43.6341,6.5897,1.0792,2.4642,,17.8634,9.5674,16.8735,31.4527,23.5069,24.1646,2.6954,5.9505,1.0788
06170 AJO,22620.005999999998,9717.690799999998,10187.8341,15714.306499999999,16707.897699999998,16118.067899999996,8547.296300000002,13656.0139,19574.6015,26178.01399999999,26247.328799999996,21924.855900000006,25989.856000000007,33422.665100000006,24984.98539999999,27128.022900000004,28213.574299999997,38446.8905,29693.419800000003,27170.760499999997,27994.132200000004
0115 CORUÑA (LA),2.2857,,,1.6825999999999999,6.2455,7.0924,2.4384,2.1663,3.5311000000000003,2.9263,2.7114000000000003,2.7114000000000003,2.7734,1.9883,1.9899,1.9821999999999997,1.9821999999999997,1.9821999999999997,1.9809999999999999,1.9821999999999997,152.5364
0127 LUGO,,,0.198,1.1363,8.1743,5.1359,2.7209000000000003,0.2967,3.2671,3.2671,3.2672999999999996,3.2672999999999996,3.2255000000000003,1.5105,1.5109,1.1107,1.1107,1.1106,1.1127,1.1106,129.3958
0132 ORENSE,,,,0.6164,10.9311,5.6080000000000005,1.2846,1.1202,2.0014000000000003,11.3671,11.3666,3.0655,2.0172,2.0149,2.017,2.017,2.017,2.017,2.0198,2.017,84.9556
0136 PONTEVEDRA,,,,0.8689,3.6255,3.738,2.8146,1.4703,2.5991,1.7896,1.7893,1.6356,1.3857,1.3867,1.385,1.3842,1.3842,1.3842,1.3883,0.8972,114.9754
"0233 P,DE ASTURIAS",8.4981,8.2244,,,,,,,,,,,,,,,,,,,
0339 CANTABRIA,13.0643,,,31.4725,,,,,,,,7.5609,,6.2556,6.5053,6.5054,,,,,
0531 NAVARRA,,,,,,,,,,,17.0386,,,,,2.7627,,,,,
0626 LA RIOJA,,,,2.729,,,,,,,,2.5071,,8.4911,,0.3479,,,1.3971,,0.5767
0722 HUESCA,12.4496,,,,,,,,,14.6436,,,,,,,,,,,
0750 ZARAGOZA,18.6774,,18.5768,60.9216,16.2429,74.7896,54.2102,15.3645,0.7764,,,1.0077,,86.3339,,,,9.4162,9.4163,9.4163,
0808 BARCELONA,,3.4009,7.8688,1.1757,,5.4326,2.9521,2.9521,,,,,4.0746,,51.1131,,,,,,
0817 GIRONA,,,,,,,,,,3.7587,3.7715,2.3293,2.3293,2.3293,2.3289,2.3289,2.3287,2.3287,,,
0825 LLEIDA,1.3041,1.1398,,,,,,,,,,,,,,,,,,,
0843 TARRAGONA,3.2581,,,0.6024,,,9.4236,9.1236,,,,,,,,,,,,,
0907 BALEARES,,,,,,1.8188,,0.7489,56.7519,,,98.208,20.2835,40.6549,11.4198,,,,37.2046,29.439,
1005 AVILA,,,,,,,,,,,,,,,,,,,84.5197,,
1009 BURGOS,95.8677,,,5.5752,,,,,0.4199,,,,,,,,,,60.9269,79.8967,81.1624
1024 LEON,30.8023,22.2133,40.9925,,10.2456,7.5602,9.0633,159.3638,66.9438,23.959,32.2944,74.5822,41.1781,15.5812,24.3516,,,30.6116,3.1099,0.9329,
1034 PALENCIA,,,,5.7767,,8.1612,8.1612,8.1612,,,0.76,,,,,,,,,,
1037 SALAMANCA,1.9257,,2.3906,5.6531,74.28190000000001,74.3365,1.83,,,,,,,,,,,,,,
1040 SEGOVIA,165.8587,270.5511,174.257,442.5025,151.8592,862.4288,150.44369999999998,265.1334,159.5624,246.1744,251.6798,226.7892,470.1029,946.7219,660.1942,1088.5078,601.9392,85.8357,436.0102,116.5282,71.1593
1042 SORIA,4.3324,,,,,,,,0.8329,,,,38.3648,,,,,,,,
1047 VALLADOLID,941.3779,338.79080000000005,735.4789999999999,514.8723,274.6427,523.4494,399.592,343.09779999999995,1019.7575,881.0098,766.5745999999999,2192.0861,1268.8555,1273.6247,34.8885,745.9596,708.2188000000001,758.3043,2037.3194,2303.5613,810.5519999999999
1049 ZAMORA,80.994,79.5857,,50.7655,66.5018,7.3709,17.4913,19.4776,17.4913,13.1673,62.902300000000004,94.76570000000001,173.1528,36.5203,,21.8367,128.9136,420.6381,284.4361,293.0944,102.7223
1128 MADRID,597.8597,138.0636,409.90930000000003,189.9604,655.0594,270.525,137.4736,384.7536,1607.0816,911.6211000000001,475.15970000000004,375.4321,1994.3821,760.7327,1630.3331,434.38530000000003,667.3139,950.5126,576.6417,1146.3512,763.8627
1202 ALBACETE,9902.4957,5026.8185,2830.2299,5210.9369,5778.9913,5613.9509,2983.349,4000.157,5197.2408,10566.5412,12017.123500000002,7576.9557,10362.611299999999,12572.9632,10293.0841,10808.2956,12685.3364,14981.3717,11876.0926,11457.5104,12140.4789
1213 CIUDAD REAL,103.2551,,690.0228,1380.9303,511.7882,862.1617,1118.9734,904.9805,1647.7525,570.0616,1158.3897,529.7991,2065.1585,3266.7894,3201.4199,3972.9206,3157.8183,4813.3319,3781.4808000000003,5374.8748,3873.1026
1216 CUENCA,4017.6376999999998,2485.656,2425.5667,5593.0612,4854.2574,3315.9982999999997,2253.7451,1744.8038999999999,3519.5657,3585.3997999999997,4564.4696,4580.0995,4408.0333,4740.2442,4083.4869,3036.6001,5207.3563,4981.7907,3683.8759,2786.9833,6188.3391
1219 GUADALAJARA,,,3.3287,,,,,,,,,,,,,,,,,,
1245 TOLEDO,,,,457.7529,246.56170000000003,285.9196,100.1633,157.4598,65.6877,152.2682,80.3403,,,279.1128,163.0316,24.2288,10.0178,57.1977,34.309,12.8208,16.9805
1303 ALICANTE,638.7846,216.6246,21.55,10.3905,22.3984,4.9763,6.0945,80.3593,,13.5179,1.5855,,2.1101,33.1999,18.5162,,,,34.64,34.6429,2.5969
1312 CASTELLON,1.3029,,5.27,2.2602,1.9799,2.0054,,,,,,8.0016,,,0.6518,7.2834,,,,,
1346 VALENCIA,,1.0938,5.25,0.6122,0.9183,,,5.8994,3.6909,82.6283,0.806,19.3715,18.0874,0.755,,115.7598,32.2454,18.9339,26.659,15.9253,
"1430 R,DE MURCIA",,,,,,,,3.9323,233.6248,235.6767,480.6404,263.1457,500.0029,,59.1579,4.2729,,,,1.5687,
1506 BADAJOZ,394.5687,266.3594,509.752,624.5706,305.5326,182.0839,18.028,179.5495,,239.04629999999997,,244.9456,,553.377,107.2242,1090.4713,385.94820000000004,529.5715,627.8164,389.9075,1552.8213
1510 CACERES,,,,,5.7108,,,,,,,,,,,,,,,,
1604 ALMERIA,,,,,,,,,,172.4093,,,190.7056,,,98.0801,,,,,
1611 CADIZ,71.8902,,4.7933,,0.4319,11.3455,5.6267,5.6267,4.5543000000000005,2.5493,,10.5877,,3.7258,,,1.9981,,18.9899,,
1614 CORDOBA,3535.8181999999997,499.3849,1804.9192,632.3641,2813.3785,2704.4619000000002,991.2053,1938.6861000000001,3777.1444,5765.649,3537.9583,3900.0258,2051.8756,6817.2297,3443.1885,2468.0494,1509.9658,4133.63,2692.1062,925.2681,59.0766
1618 GRANADA,320.3724,,,101.2694,26.9753,94.3657,13.1975,542.8493000000001,181.5854,1085.825,1542.6219,1028.6284,621.3313999999999,923.843,284.8908,1180.985,809.3924,1834.2836,1774.2523999999999,696.9752,1269.6471
1621 HUELVA,,,,2.3451,,,,,,7.7414,,,,,,,,,,,
1623 JAEN,,,,,,,,,286.3785,204.46550000000002,,277.8961,89.737,62.6483,,1399.2848,1399.3507,1477.688,428.8951,95.5833,118.9151
1629 MALAGA,264.2406,348.1516,63.349900000000005,,0.5153,179.9733,164.6205,372.4236,407.3129,720.0709,680.0234,356.0111,717.2418,671.103,396.9488,488.2443,258.0581,778.4246,275.2709,1047.6356,225.9345
1641 SEVILLA,1391.0842,11.6324,431.912,381.502,853.8145,1003.3781,92.3935,2505.2113,1309.0472,659.1263,554.0547,33.997600000000006,938.228,306.4927,505.3474,124.4184,640.8785,2576.5257,901.5479,345.8376,234.341
1735 PALMAS (Las),,,1.2044,,,,,,,,,0.9319,,4.4274,,,,,,,
"1738 Sta,C,TENERIFE",,,1.0132,,6.8337,,,0.8452,,1.3533,,8.5105,2.6077,2.6077,,,,,,,
06180 CEBOLLA,21897.914999999997,17522.680399999997,21778.428499999998,26333.9064,20001.088700000004,20098.921400000003,18890.719999999998,20203.070499999998,17506.797500000004,17094.298499999997,25369.207299999995,20988.532700000003,22042.558100000006,23446.5944,21485.021999999997,24015.591800000002,22256.405200000005,22009.068799999997,19065.8527,19021.789899999996,21070.5144
0115 CORUÑA (LA),47.8069,31.8063,3.8171,128.20440000000002,259.5646,174.36690000000002,86.19689999999999,94.36040000000001,141.6968,167.0299,106.291,109.1011,110.6268,119.64789999999999,118.55170000000001,118.31400000000001,123.6851,125.4264,131.161,90.8472,117.85780000000001
0127 LUGO,4.1365,0.519,2.8102,25.331500000000002,105.4185,74.9795,40.991,42.0202,66.2291,67.50689999999999,67.7084,69.2613,65.48599999999999,63.251999999999995,59.0053,59.5253,57.2144,55.24,58.092200000000005,59.41030000000001,113.5644
0132 ORENSE,30.9584,1.4678,41.4453,50.299899999999994,90.52329999999999,86.1317,42.6746,64.188,92.924,61.456500000000005,51.576800000000006,79.9556,75.86410000000001,77.5632,51.2602,80.4452,53.416399999999996,52.730599999999995,95.2308,51.2787,141.4726
0136 PONTEVEDRA,15.5551,4.89,18.7729,53.277,151.1233,129.5294,66.149,27.7485,59.9675,82.4821,90.0508,91.55250000000001,79.4502,85.7582,85.673,88.7941,87.46459999999999,88.5809,60.1499,62.0196,121.0462
"0233 P,DE ASTURIAS",27.373400000000004,26.8342,,1.0812,2.3704,8.1324,0.5739,1.2059,26.534799999999997,,32.951,1.5452,23.1722,20.8903,,15.4106,4.824,19.377299999999998,13.7134,1.8098,
0339 CANTABRIA,22.5365,,,0.7254,,,,0.0983,0.0983,,1.9383,0.5439,,,,,,,,,
0420 GUIPUZCOA,,,,,,,0.0388,,,,,,,,,,,0.4696,,,3.939
0448 VIZCAYA,5.6986,,3.4662,2.8295,2.8297,1.9949,0.3991,,,,0.2281,0.2281,0.2281,0.42669999999999997,0.1968,0.4809,0.4263,0.37170000000000003,0.1787,0.1787,
0531 NAVARRA,16.0175,,3.4571,16.1214,447.1502,783.6875,454.4836,25.1541,466.052,24.2751,191.2685,509.1766,12.6516,291.5876,30.6478,436.7508,9.4587,,50.4649,221.2509,356.4649
0626 LA RIOJA,4.3338,10.9859,4.6155,2.0368,8.0837,12.325299999999999,9.9665,14.2683,8.2031,4.0424,5.8399,30.1129,5.6849,1.4106,2.0501,0.7235,1.667,17.3963,4.4729,16.1981,168.2908
